1;"Pollution";"Inondation";"Boom";"Travail";"Retombée";;;;;;;;;;
268;"Camion";"Emploi";"Casque";"Pollution";"Corail";"Usine";"Destruction";"Bateau";;;;;;;
269;"Camion";"Engin";"Eau";"Minerai";"Mineur";"Cuivre";"Usine";"Charbon";"Exploitation";"Géologue";"Casque";;;;
270;"Impact";"Érosion";"Engravement";"Lagon";"Matière";"Dégradation";"Santé";"Ressource";"Développement durable";"Croissance";"Eau";"Air";"Économie positive";"Emploi";"Condition de vie"
271;"Caillou";"Machine";"Montagne";"Métal";"Minerai";"Ressource";;;;;;;;;
272;"Terre rouge";"Enfant";"Montagne";"Déforestation";"Mort";"Pierre";"Nickel";"Diamant";"Surexploitation";"Travail";;;;;
273;"Minerai";"Nickel";"Or";"Exploitation";;;;;;;;;;;
274;"Caillou";"Travail forcé";"Poussière";"Maladie";"7 nains";"Nickel";"Pollution";"Accident";"Creuser";"Trou";"Échantillon";"Terre rouge";"Eau";"Paysage";"Impact"
275;"Paysage";"Production";"Économie";"Usine";"Minerai";"Exploitation";"Exportation";"Engin";"Environnement";"Pollution";"Terre";"Roche";"Montagne";"Pioche";"Mineur"
276;"Montagne";"Rocher";"Caillou";"Rouge";"Recherche";"Découverte";;;;;;;;;
277;"Minéral";"Terre";"Ressource";"Exploitation";"Mineur";"Alchimie";"Mort";"Les Évènements";"Travail";;;;;;
278;"Nickel";"Mineur";"Caillou";"Terre";"Montagne";"Polluant";"Valeur économique";;;;;;;;
279;"Jade";"Minerai";"Nickel";"Terre exploitée";"Changement";"Projet Lucy";"Vale";"Économie";"Usine";"Résidu";"Barrage";"Terre";"Riche";"Reboisement";"Environnement"
280;"Terre rouge";"Industrie";"Machine";"Économie";"Pollution";"Minerai";"Mineur";"Vale";"FTN";"Yaté";"Exploitation";;;;
281;"Nickel";"Caillou";"Roche";"Territoire";"Exploitation";"Transformation";;;;;;;;;
282;"Érosion";"Déforestation";"Pollution";"Argent";"Paysage";"Poussière";"Emploi";;;;;;;;
283;"Nickel";"Or";"Camion";"Fer";"Terre";;;;;;;;;;
284;"Usine";"Nickel";"Camion";;;;;;;;;;;;
285;"Commerce";"Industrie";"Dévastateur";"Pollueur";"Grand";"Exportation";"Charbon";"Chine";"Porte-conteneur";"Mondialisation";;;;;
286;"Camion";"Chargement";"Terre";"Chauffeur";"Bateau";;;;;;;;;;
287;"Destruction";"Environnement";"Travail";;;;;;;;;;;;
288;"Pollution";"Danger environnemental";"Emploi";"Projet Lucy";"Incompétence";"Accident";"Conflit";"Manque de matériau";"Bombe";"Responsabilité";"Inconscience";;;;
289;"Nickel";"Pyrométallurgie";"Hydrométallurgie";"Production";"Profit";"Nature";"Économie";"Érosion";"Toxicité";"Maladie";"Chaleur";"Pollution";"Emploi";"Conflit";"Dispensable"
290;"Minerai";"Travail";"Thio";"Népoui";"Terre rouge";"Camion";"Pollution";"Épuisement";"Destruction";"Produit chimique";;;;;
291;"Nickel";"Argent";"Commerce";"Batterie";"Pièce de monnaie";"FLNKS";"UC";"UNI";"Privilège";"Chinois";"Économie";;;;
292;"Nickel";"Dévégétalisation";"Érosion";"Pollution";"Économie";"Emploi";"Environnement";"Gestion";"Explosion";"Maladie";"Épuisement";;;;
293;"Écologie";"SLN";"Capitalisme";"Économie";"Richesse";"Impact";"Érosion";"Environnement";"Emploi";"Nickel";"Avenir";"Épuisement";"Dévégétalisation";;
294;"Ressource";"Enjeu économique";"Propriété";"Nickel";;;;;;;;;;;
295;"Nickel";"Argent";"Emploi";"Économie";"Camion";"Pollution";"Projet";"Sol";"Environnement";;;;;;
296;"Pollution";"Déforestation";"Économie";"Problème";"KNS";;;;;;;;;;
297;"Nickel";"Transformation";"Travail";"Économie";"Environnement";;;;;;;;;;
298;"Nickel";"Pollution";"Emploi";"Goro";;;;;;;;;;;
299;"Économie";"Emploi";"Montagne";"Problème foncier";"Richesse";"Vavouto";"SLN";"Engin";"Usine";"Nickel";;;;;
300;"Nickel";"Économie";"Environnement";"Pollution";"Destruction";"Machine";"Dépense";"Production";"Rentabilité";"Gestion";"Minerai";"Énergie fossile";"Érosion";"Paysage";"Manque de réflexion"
301;"Nickel";"Chrome";"Pollution";"Déboisement";"Déchet";"Destruction";"Boue";"Économie";"Emploi";"Maladie";"Productivité";"Rentabilité";"Gestion";;
302;"Nickel";"Pollution";"Emploi";"Productivité";"Économie";"Environnement";"Épuisement";"Fioul";"Gestion";"Explosion";"Maladie";"Minerai";"Érosion";"Biodiversité";"Rentabilité"
303;"Minerai";"Nord";"SLN";"Nickel";"Environnement";"Camion";"Pollution";"Économie";"Érosion";"Emploi";"Projet Lucy";"Épuisement";;;
304;"Nickel";"Scorie";"Camion";"Soufre";"Four";"Usine";"Économie";"Pollution";"Travail";"Épuisement";"Érosion";"Énergie";"Projet Lucy";;
305;"Nickel";"Pollution";"Économie";"Productivité";"Emploi";"Maladie";"Fonctionnement";"Centrale";"Usine";"Explosion";"Victime";"Environnement";"Destruction";"Choix";"Gestion"
306;"Destruction";"Géologie";"Nickel";"Travail";"Environnement";"Métier";"Paysage";;;;;;;;
307;"Vale";"Montagne";"Déforestation";"Travail";"Pollution";;;;;;;;;;
308;"Nickel";"camion";"Carrière";"Travailleur";"Mesure de sécurité";"Caillou";"Vale";;;;;;;;
309;"Nickel";"Travail";"Camion";"Terre";;;;;;;;;;;
310;"Pollution";"Argent";"Emploi";"Écologie";"Yaté";"SLN";"Nickel";"Doniambo";"Tiébaghi";"Eramet";;;;;
311;"Richesse";"Terre";"Montagne";"Rivière";"Caillou";"Usine";"Métallurgie";"Conflit";"Terrain";"Compromis";;;;;
312;"Minerai";"Exploitation";"Destruction";"Prélèvement";"Nickel";"Métal";"Pollution";"Rivière rouge";"Dégât";"Fortune";"Inégalité";;;;
313;"Travail";"Richesse";"Destruction";"Environnement";;;;;;;;;;;
314;"Montagne";"Nickel";"Camion";"Déforestation";"Tiébaghi";"Tapis";"Usine";;;;;;;;
315;"Caillou";"Exploitation";"Camion";"Pollution";"Exportation";"Environnement";"SLN";"Terre";"Nickel";;;;;;
316;"Caillou";"Or";"Diamant";"Nickel";"Argent";"Richesse";"Camion";"Exportation";;;;;;;
317;"Terre";"Travail";"Pollution";"Destruction";"Population";"Environnement";"Ressource";"Avenir";"Conflit";"Argent";;;;;
318;"Minerai";"Or";"Argent";"Bronze";"SLN";"Roche";"Caverne";"Charbon";"Ouvrier";"Engin d’extraction";"Nickel";"Déforestation";"Pollution";"Transport";
319;"Déforestation";"Bénéfique";"Emploi";"Pollution";"Conflit";"Débat";;;;;;;;;
320;"Pioche";"Roche";"Minerai";"Grotte";"Nickel";"Tunnel";"Caillou";;;;;;;;
321;"Nickel";"Serpentine";"Érosion";"Pollution";"SLN";"VKP";"Kouaoua";"Thio";"Usine";"Camion";"Engin";"Montagne";"Minerai";;
322;"Usine";"Caillou";"Camion";"Terre";"Yaté";"Pollution";"Destruction";"Forêt";"Minerai";"Espèce";"Argent";;;;
323;"Usine";"Minerai";"Caillou";"Nickel";"Importation";"Exportation";"Économie";"Environnement";"Destruction";;;;;;
324;"Emploi";"Économie";"Industrie";"Dégradation";"Nickel";"Pollution";"Exploitation";"Exportation";"Diplomatie";;;;;;
325;"Minerai";"Pollution";"Nickel";"SLN";"Changement";"Minéralier";"Camion";"Terre";"Économie";"Vavouto";"Fourneau";"Politique";"Exploitation";"Emploi";
326;"Économie";"Exploitation";"Pollution";"Politique";"Tension";"Emploi";;;;;;;;;
327;"Nickel";"Emploi";"Pollution";"Argent";"Développement";;;;;;;;;;
328;"Emploi";"Projet";"Industrie";"Dégradation";"Déchet";;;;;;;;;;
329;"Travail";"Industrialisation";"Gueule noire";"Explosif";"Guerre";"Arme";"Charbon";"Condition de travail";"Hygiène";"Rémunération";"Esclavagisme";;;;
330;"Exploitation";"Destruction";"Ressource";"Argent";"Emploi";;;;;;;;;;
331;"Instabilité";"Infrastructure";"Environnement";"Terre";"Pouvoir";"Ressource";;;;;;;;;
332;"Exploitation";"Territoire";"Pollution";"Environnement";;;;;;;;;;;
333;"Terre";"Environnement";"Matériel";"Exportation";"Bateau";;;;;;;;;;
334;"Richesse";"Économie";"Terre exploitée";"Important";"Tension";"Travail";"Politique";"Politique extérieure";"Argent";"Déforestation";"Pollution";"Infrastructure";"Développement";"Chômage";
335;"Minerai";"Exploitation";"Usine";"Pollution";"Développement";"Avancé";"Opportunité";"Argent";"Montagne";"Caillou";"Travail";"Richesse";"Non durable";"Métal";
336;"Caillou";"Camion";"Richesse";"Terre";"Ouaco";"Nickel";"Bateau";"Environnement";"Travail";"Déforestation";"Sécheresse";"Vavouto";"Métal";"Doniambo";"Exportation"
337;"Nickel";"Montagne";"Pollution";"Richesse";"Usine";"Métallurgie";"Développement";"Tourisme";;;;;;;
338;"Végétal";"Terre coutumière";"Nickel";"Dépendance";"Richesse";"Fer";;;;;;;;;
339;"Environnement";"Impact";"Richesse";"Épuisable";"Classe sociale";"Cher";"Camion";"Articuler";;;;;;;
340;"Terre rouge";"Nickel";"Minerai";"Or";"Argent";"Bronze";"Fabrication";"Scorie";;;;;;;
341;"Nickel";"Charbon";"Camion";"Caillou";"Or";"Aluminium";"Terre";"Économie";;;;;;;
342;"Nickel";"Économie";"France";"ICAN";"Barrage";"Environnement";"Développement durable";"Emploi";;;;;;;
343;"Nickel";"Montagne";"Cristal";"Richesse";"Pays";"Évolution";"Fer";"Terre";"Réchauffement";"Charbon";"Infrastructure";"Position géographique";"Avenir";"Pollution";
344;"Nickel";"SLN";"Terre";"Montagne";"Camion";"Bénéfice";"Déforestation";"Cheminée";;;;;;;
345;"Exploitation";"Matériel";"Société";"Transport";"Conflit";"Accident";"Salaire";;;;;;;;
346;"Terre";"Dur";"Uniforme";"Sécurité";"Condition";"Ressource";"Destruction";;;;;;;;
347;"Environnement";"Pollution";"Richesse";"Emploi";;;;;;;;;;;
348;"Camion";"Ressource";"Nickel";"Usine";"Chaudière";;;;;;;;;;
349;"Camion";"Usine";"Nickel";"Économie";"Pollution";"Machine";"Emploi";;;;;;;;
350;"Nickel";"Camion";"Ressource non-renouvelable";"Économie";"Sécurité";;;;;;;;;;
351;"Roche";"Vert";"SLN";"Creuser";"Travail";"Pioche";"Camion";"Explorer";"Ressource";"Commerce";"Nature";"Lourd";"Ouvrier";;
352;"Camion";"Explosif";"Reboisement";"Traitement chimique";"Latérite";"Ciel ouvert";"Éboulement";;;;;;;;
353;"Chine";"Politique";"Dépendance";"Économie";"Emploi";"Spécialisé";"Crise";"Nickel";"Environnement";"Endémique";"Végétal";"Montagne";"Terre coutumière";;
354;"Usine";"Charbon";"Pétrole";"Machine";"Vapeur";"Camion";"Terre";"Cheminée";"Exploitation";"Minerai";"Gaz";"Métal";;;
355;"Nickel";"Rapporté";"Emploi";"Pollution";"Destruction";"Impact";;;;;;;;;
356;"Nickel";"Argent";"Sale";"Tenue";"Camion";"Garçon";"Fille";"Permis";"Pollution";"Environnement";"Obèse";"Poussière";"Eau";"Arbre";
357;"Nickel";"Argent";"Tenue";"Engin";"Garçon";"Fille";"Effort";"Connaissance";"Terrain";"Rouge";"Exploitation";"Feu";"Voiture";"Arbre";"Destruction"
358;"Rapport";"Rouge";"Argent";"Sale";"Pollution";"Destruction";"Terrain";"Emploi";;;;;;;
359;"Environnement";"Ressource";"Faune";"Travail";"Économie";"Pollution";"Sous-traitant";"Énergie";;;;;;;
360;"Nickel";"Vavouto";"Tiébaghi";"Minerai";"Argent";"Emploi";"Usine";;;;;;;;
361;"Richesse";"Primaire";"Environnement";"Usine";"Exportation";"Importation";"Appauvrissement";;;;;;;;
362;"Ressource";"Exploitation";"Conflit";"Terre";"Trafigura";;;;;;;;;;
363;"Usine";"Pollution";"Exploitation";"Dégradation";"Richesse";"Nickel";"Pas durable";;;;;;;;
364;"Latérite";"Garniérite";"Environnement";"Extraction";"Nickel";"Échelle";;;;;;;;;
365;"Économie";"Emploi";"Nickel";"Pollution";"Instabilité du sol";"Éboulement";"Exportation";"Concurrent";"Production";"Minerai";"Réserve minière";"Boom";"SLN";"Paysage";"Restauration"
366;"Nickel";"Roche verte";"Exploitation";"Impact";"Pollution";"Perturbation";"Conséquence";;;;;;;;
367;"Goro";"Nickel";"Vente";"Tension";"Ressource";"Chaos";"Violence";"Progrès";"Industrie durable";"Incompréhension";"Ressource mondiale";"Faillite";"Emploi";;
368;"Pollution";"Environnement";"Industrie";"Travail";"Gestion";"Développement";"Destruction";;;;;;;;
369;"Argent";"Emploi";"Sale";"Rouge";"Tôt";"Camion";"Environnement";"Famille";"Terrain";"Arbre";;;;;
370;"Prospérité";"Argent";"Emploi";"Engin";"Partiel";"Destruction";"Rouge";"Sale";;;;;;;
371;"Nickel";"Projet";"Argent";"Emploi";"Sécurité";"Terrain";"Arbre";"Pollution";"Travail";"Repos";"Nuit";"Montagne";"Rouge";"Route";"Bénéfice"
372;"Nickel";"Travail";"Terre";"Rouge";"Montagne";"Centre";"Projet";;;;;;;;
373;"Rouge";"Arbre";"Sale";"Engin";"Nuit";"Matériel";"Permis";"Diplôme";"Responsabilité";"Jeune";"Garçon";"Fille";"Argent";"Montagne";"Route"
374;"Nickel";"Rouge";"Sale";"Argent";"Engin";"Camion";"Permis";"Force";;;;;;;
375;"Économie";"Nickel";"Jules Garnier";"Granite";"Gisement";"Charbon";"Pollution";;;;;;;;
376;"Richesse";"Partage";"Profit";"Développement";"Environnement";"Pollution";;;;;;;;;
377;"Économie";"Impact";"Conflit";;;;;;;;;;;;
378;"Emploi";"Pollution";"Conflit";"Ressource";"Épuisement";"Production";"Usine";"Outil";"Extraction";"Commerce";"Matière première";"Développement";"Usure";"Environnement";"Construction"
379;"Prony Resources";"VKP";"Garniérite";"Latérite";"Massif minier";"Dang";"Minéralier";"Coutumier";"Cobalt";"Tesla";"Barrage";"Tombereau";"Rééquilibrage";"SMSP";
380;"Économie";"Pierre";"Outil";"Ressource";"Exploitation";"Déforestation";"Camion";"Rivière rouge";"Dette";"Conflit";;;;;
381;"Économie";"Pollution";"Industrie";"Travail";"Éducation";"Gestion";;;;;;;;;
382;"Travail";"Richesse";"Passé";;;;;;;;;;;;
383;"SLN";"Nickel";"Environnement";"Économie";"Travail";"Pays";"Pollution";"Réchauffement climatique";;;;;;;
384;"Environnement";"Vale";"Emploi";"Ressource économique";;;;;;;;;;;
385;"Activité économique";"Emploi";"Fiscalité";"Pollution";"Déforestation";"Érosion";"Scorie";"Produit chimique";"Poussière";"Reboisement";"Pépinière";"Formation";"Aide";"Multinationale";
386;"Usine";"Travail";"Économie";"Environnement";"Exploitation";"Extraction";;;;;;;;;
387;"Pollution";"Emploi";"Économie";"Politique";"Développement";;;;;;;;;;
388;"Fumée";"Pollution";"Production";"Électricité";"Mécanique";"Maintenance";"SLN";;;;;;;;
389;"Tombereau";"Tri-tout";"Bulldozer";"Forage";"Roue-pelle";"Nickel";"Déforestation";"Extraction";;;;;;;
390;"Nickel";"Emploi";"Environnement";"Argent";"Sale";"Camion";"Homme";"Femme";"Permis";"Investir";"Sauvegarder";"Planter";;;
391;"Richesse";"Économie";"Emploi";"Pollution";"Ressource";"Environnement";"Échec";"Production";"Valeur";"Qualité";"Long-terme";"Projet";"Avenir";"Crise";
392;"Nickel";"Extraction";"Camion";"Déforestation";"Environnement";"Danger";"Goro";"Montagne";"Travail";"Main d’oeuvre";;;;;
393;"Travail";"Emploi";"Nourriture";"Camion";"Métal";"Assiette";"Voiture";"Arbre";"Arbuste";"Eau";"Montagne";"Route";"Hauteur";"Nickel";"Fer"
394;"Nickel";"Sale";"Argent";"Environnement";"Engin";"Matériel";"Montagne";"Terrasse";;;;;;;
395;"Caillou";"Rocher";"Travail";"Exploitation";"Déforestation";;;;;;;;;;
396;"Nickel";"Emploi";"Finance";"Pollution";"Bateau";"Transport";"Indépendance";;;;;;;;
397;"Économie";"Usine";"Environnement";"Travail";;;;;;;;;;;
398;"Environnement";"Terrain";"Projet";"Choix";"Lieu";"Destruction";"Machine";"Terrassement";"Engin";"Construction";"Matériel";"Usine";"Directeur";"Infrastructure";"Bâtiment"
399;"Nickel";"Pollution";"DIMENC";"Minerai";"Stérile";"Altérite";;;;;;;;;
400;"Exploitation";"Souterrain";"Poussière";"Effondrement";;;;;;;;;;;
401;"Emploi";"Richesse";"Stabilité";"Matériel";"Propriété";;;;;;;;;;
402;"Industrie";"Pollution";"Déforestation";"Emploi";"Nickel";"Reforestation";"Chimie";"Fumée";"Gigantisme";"Sécurité";;;;;
403;"Caillou";"Industrie";"SLN";"Fumée";"Rouge";"Vert";"Destruction";"Richesse";"Emploi";;;;;;
404;"Nickel";"Industrie";"Économie";"Environnement";"Pollution";"SLN";"Fumée";"Jules Garnier";;;;;;;
405;"Déficit";"Revenu";"Nickel";"Économie";"Pollution";"Destruction";;;;;;;;;
406;"Environnement";"Terre";"Rivière";"Mer";"Biodiversité";"Richesse";"Économie";"Conflit";;;;;;;
407;"Argent";"Nickel";"Travail";"Chantier";"Importation";;;;;;;;;;
408;"Nickel";"Travail dur";"Impact";"Économie";"Emploi";;;;;;;;;;
409;"Argent";"Emploi";"Pollution";"Conflit";;;;;;;;;;;
410;"Kanak";"Blocage";"Argent";"Déforestation";"Emploi";"Pollution";"Dette";;;;;;;;
411;"Sale";"Emploi";"Pollution";"Rejet";;;;;;;;;;;
412;"Nickel";"Mineur";"Prony";"Terre rouge";"Calamine";;;;;;;;;;
413;"Camion";"Caillou";"Sud";;;;;;;;;;;;
414;"Pioche";"Nickel";"Pollution";"Emploi";"Métier";"Production";;;;;;;;;
